"id";"subject_type";"subject_value";"relation_type";"relation_value";"object_type";"object_value";"confidence"
20089;"PERSON";"Pedro Cabral";"O";"discover";"LOCATION";"Brazil";1.0
20090;"PERSON";"Heitor Villa-Lobos";"O";"be of";"LOCATION";"Brazil";1.0
20091;"PERSON";"Nelson Pereira";"PERSON";"do";"PERSON";"Santos";1.0
20092;"PERSON";"Ricardo";"O";"do";"PERSON";"Pilar da Costa Ataíde";0.5339263481806755
20093;"PERSON";"Vicente";"O";"do";"PERSON";"Rego Monteiro";1.0
20094;"ORGANIZATION";"Bandeira Nacional";"O";"be à of";"ORGANIZATION";"Hino";1.0
20095;"PERSON";"Boxer";"O";"be on";"ORGANIZATION";"Google";1.0
20096;"PERSON";"Corrado";"O";"be books ^ of";"ORGANIZATION";"Google";1.0
20097;"PERSON";"Bethell";"O";"be on";"ORGANIZATION";"Google";1.0
20098;"PERSON";"Boxer";"O";"be on";"ORGANIZATION";"Google";1.0
20099;"PERSON";"Scott";"O";"be books ^ of";"ORGANIZATION";"Google";1.0
20100;"PERSON";"Seymour Drescher";"O";"be isbn of";"ORGANIZATION";"Duke University Press";1.0
20101;"ORGANIZATION";"Greenwood Publishing Group";"O";"be of";"LOCATION";"Brazil";1.0
20102;"ORGANIZATION";"Cambridge University Press";"O";"be in";"LOCATION";"Turn-of-the-Century Rio de Janeiro";1.0
20103;"PERSON";"Bradford Burns";"O";"be chapter page ^ of";"ORGANIZATION";"Columbia University Press";1.0
20104;"ORGANIZATION";"Columbia University Press Page ISBN";"O";"be of";"LOCATION";"Brazil";1.0
20105;"LOCATION";"Latin America";"O";"be during";"ORGANIZATION";"Rowman & Littlefield Publishers Inc";1.0
20106;"PERSON";"Laurence Burgorgue-Larsen";"O";"be books ^ of";"ORGANIZATION";"Google";1.0
20107;"PERSON";"Michel Temer";"O";"be of";"LOCATION";"Brazil";1.0
20108;"LOCATION";"Brazil";"O";"have";"ORGANIZATION";"Senate";1.0
20109;"LOCATION";"Bolivia";"O";"resell gas to";"LOCATION";"Chile";1.0
20110;"LOCATION";"Brazil";"O";"be lead mission to";"LOCATION";"Haiti";0.4875075047368334
20111;"PERSON";"Cabral";"O";"be ^ of";"ORGANIZATION";"Overseas Development Institute";1.0
20112;"PERSON";"Sydney Alberto Latini";"O";"be ^ of";"ORGANIZATION";"transporte rodoviário no Brasil";1.0
20113;"LOCATION";"Portugal";"O";"be in";"LOCATION";"Transitn";1.0
20114;"PERSON";"Sevcenko";"O";"be ^ of";"PERSON";"Rocha";1.0
20115;"LOCATION";"Brazil";"O";"be world cup of";"ORGANIZATION";"FIFA";1.0
20116;"LOCATION";"Brazil";"O";"be world cup of";"ORGANIZATION";"FIFA";1.0
20117;"PERSON";"Uma História";"PERSON";"do";"PERSON";"Brasil";1.0
20118;"ORGANIZATION";"municipality";"O";"be in";"LOCATION";"Brazil";1.0
20119;"ORGANIZATION";"Wikiversity Data";"O";"be from";"ORGANIZATION";"Wikidata Government brazilian Federal Government Official Tourist Guide of Brazil brazilian Institute of Geography and Statistics General";1.0
20120;"LOCATION";"Brazil";"O";"be at";"ORGANIZATION";"UCB Libraries";1.0
20121;"ORGANIZATION";"Sports Television Outline Index Category Portal";"O";"be holiday sculpture science fiction of";"ORGANIZATION";"Welfare Youth Culture Arts Animation Carnaval Cinema Comics Cuisine Literature Malandragem Music Newspapers Painting Public";1.0
20122;"PERSON";"kitt";"ORGANIZATION";"renounce";"ORGANIZATION";"Venezuela Organization Secretariat";1.0
20123;"PERSON";"Român? Romani Rumantsch Runa";"O";"be tahiti of";"ORGANIZATION";"Picard Piemontèis Tok Pisin Plattdüütsch Polski Português Qaraqalpaqsha Q?r?mtatarca Reo";1.0
20124;"LOCATION";"Japan";"O";"be from";"ORGANIZATION";"Wikipedia";1.0
20125;"LOCATION";"sea of Okhotsk";"O";"be to";"LOCATION";"East China Sea";1.0
20126;"LOCATION";"Japan";"O";"be member of";"ORGANIZATION";"UN";1.0
20127;"PERSON";"Tendai";"O";"be by";"PERSON";"K?kai";1.0
20128;"PERSON";"Nobunaga";"O";"be assassinate in by";"PERSON";"Akechi Mitsuhide";1.0
20129;"PERSON";"Tokugawa Ieyasu";"O";"shogun in";"LOCATION";"Tokyo";1.0
20130;"LOCATION";"Japan";"O";"sign anti-comintern pact with";"LOCATION";"Germany";1.0
20131;"ORGANIZATION";"Imperial Japanese Army";"O";"conduct";"LOCATION";"Nanking Massacre";1.0
20132;"LOCATION";"United States";"O";"place oil embargo on";"LOCATION";"Japan";1.0
20133;"LOCATION";"Singapore";"O";"be on";"LOCATION";"United States";1.0
20134;"ORGANIZATION";"NGO climate Action Network";"O";"announce";"LOCATION";"Japan";1.0
20135;"PERSON";"Akihito Emperor";"O";"be of";"LOCATION";"Japan";1.0
20136;"PERSON";"Shinz? Abe";"O";"replace";"PERSON";"Yoshihiko Noda";1.0
20137;"LOCATION";"Japan";"O";"be active member of";"ORGANIZATION";"UN";1.0
20138;"LOCATION";"Russia";"O";"be contest of";"LOCATION";"Japan";1.0
20139;"LOCATION";"Japan";"O";"have strain relation with";"LOCATION";"people 's republic of China";1.0
20140;"ORGANIZATION";"Ground Self-Defense Force";"O";"be of";"LOCATION";"Japan";1.0
20141;"LOCATION";"Japan";"O";"emerge in";"LOCATION";"Asia";1.0
20142;"ORGANIZATION";"UNESCO World Heritage site Fushimi Inari-taisha";"O";"be in";"LOCATION";"Kyoto Hiroshima Peace Memorial Japan";1.0
20143;"ORGANIZATION";"Japan Aerospace Exploration Agency";"O";"be the of";"LOCATION";"International Space Station";1.0
20144;"PERSON";"SELENE";"O";"be also know as";"PERSON";"kaguya";1.0
20145;"PERSON";"Kenichi Fukui";"O";"be of";"ORGANIZATION";"Kyoto University";1.0
20146;"LOCATION";"Japan Tokuyama dam";"O";"be in";"LOCATION";"Gifu Prefecture";1.0
20147;"LOCATION";"Taoism";"O";"be from";"LOCATION";"China";1.0
20148;"ORGANIZATION";"OECD";"O";"be after";"LOCATION";"South Korea";1.0
20149;"PERSON";"Natsume S?seki";"O";"be novelist of";"LOCATION";"Japan";1.0
20150;"PERSON";"Hadaka";"O";"be in";"LOCATION";"Okayama";1.0
20151;"LOCATION";"Tokyo NHK Broadcasting Building";"O";"be in";"ORGANIZATION";"Osaka Television";1.0
20152;"PERSON";"Kimi Ga Yo";"O";"be flag of";"LOCATION";"Japan";1.0
20153;"ORGANIZATION";"legislative bureau";"O";"be of";"ORGANIZATION";"House of Councillors";1.0
20154;"LOCATION";"Japan";"O";"be";"LOCATION";"Japan";1.0
20155;"LOCATION";"Japan";"O";"become";"LOCATION";"Japan";1.0
20156;"ORGANIZATION";"Judgment International Military Tribunal";"O";"be for";"LOCATION";"Far East";1.0
20157;"LOCATION";"UK";"O";"back";"LOCATION";"Japan";1.0
20158;"LOCATION";"Japan";"O";"be cut of";"ORGANIZATION";"Moody";1.0
20159;"PERSON";"Dickie";"O";"be ^ of";"ORGANIZATION";"Japan National Tourism Organization";1.0
20160;"ORGANIZATION";"UN Economic Commission";"O";"be for";"LOCATION";"Europe";1.0
20161;"ORGANIZATION";"Stanford encyclopedia of philosophy";"O";"be via";"ORGANIZATION";"Stanford Encyclopedia of Philosophy";1.0
20162;"ORGANIZATION";"IOC";"O";"select";"LOCATION";"Tokyo";1.0
20163;"LOCATION";"usa";"O";"be edge of";"LOCATION";"Japan";1.0
20164;"LOCATION";"Sámegiella Gagana Samoa";"O";"be tahiti român? rumantsch runa simi ?????????? ??????? ???? ???? of";"ORGANIZATION";"Picard Piemontèis Tok Pisin Plattdüütsch Polski Português Qaraqalpaqsha Q?r?mtatarca Reo";1.0
20165;"PERSON";"Michael Eisner";"O";"have";"ORGANIZATION";"Tornante Company";1.0
20166;"ORGANIZATION";"Veoh";"O";"make";"LOCATION";"Africa";1.0
20167;"ORGANIZATION";"Veoh";"O";"reinstate";"PERSON";"Dmitry Shapiro";1.0
20168;"ORGANIZATION";"Veoh";"O";"be available in";"LOCATION";"Latvia";1.0
20169;"ORGANIZATION";"Veoh";"O";"also block";"LOCATION";"Czech Republic";1.0
20170;"ORGANIZATION";"Veoh";"O";"be block in";"LOCATION";"Saudi Arabia";1.0
20171;"ORGANIZATION";"Veoh";"O";"be available in";"LOCATION";"MACAO";1.0
20172;"PERSON";"Kafka";"O";"be with";"ORGANIZATION";"YouTube";1.0
20173;"ORGANIZATION";"Arte Boutique BBC";"O";"be iview aparat acfun afreecatv all of";"ORGANIZATION";"ABC";1.0
20174;"PERSON";"Viki Vimeo Viu Voddler";"O";"be tenplay theplatform toon goggles trilulilu tubi tv tudou tvcatchup tv uol tvigle tvnz ondemand tvyo twitch.tv uktv play ultraviolet vbox veoh vevo vidme vidoosh viewster of";"ORGANIZATION";"TalkTalk TV Tank Top tv TAPP TV TeacherTube Teaching Channel Telly Inc";1.0
20175;"LOCATION";"China Area";"O";"serve";"LOCATION";"China";1.0
20176;"ORGANIZATION";"Leshi Internet Information and Technology";"O";"be by";"PERSON";"Hanyu Pinyin Lèshì W?ng Xìnx? Jìshù";1.0
20177;"ORGANIZATION";"LeEco";"O";"inject";"ORGANIZATION";"Le Vision Pictures";1.0
20178;"PERSON";"Leshi Zhixin";"O";"would issue % share to";"ORGANIZATION";"Tianjin Jiarui";1.0
20179;"ORGANIZATION";"Arte Boutique BBC";"O";"be iview aparat acfun afreecatv all of";"ORGANIZATION";"ABC";1.0
20180;"PERSON";"Viki Vimeo Viu Voddler";"O";"be tenplay theplatform toon goggles trilulilu tubi tv tudou tvcatchup tv uol tvigle tvnz ondemand tvyo twitch.tv uktv play ultraviolet vbox veoh vevo vidme vidoosh viewster of";"ORGANIZATION";"TalkTalk TV Tank Top tv TAPP TV TeacherTube Teaching Channel Telly Inc";1.0
20181;"PERSON";"Luiz Frias";"O";"be key people of";"LOCATION";"Brazil";1.0
20182;"PERSON";"Ryan";"PERSON";"be";"PERSON";"hungry";1.0
20183;"PERSON";"Daum";"O";"be from";"ORGANIZATION";"Wikipedia";1.0
20184;"ORGANIZATION";"Chosun Ilbo Donga Ilbo JoongAng Ilbo Hankook Ilbo Kyunghyang Shinmun";"O";"be of";"LOCATION";"North Korea";1.0
20185;"PERSON";"Daum";"O";"sell";"ORGANIZATION";"Lycos";1.0
20186;"PERSON";"Daum";"O";"form";"PERSON";"Daum Kakao";1.0
20187;"LOCATION";"South Korea";"O";"of";"PERSON";"Servicesedit Daum";1.0
20188;"PERSON";"Lee Jae-woong Kim";"O";"be melon tistory tvpot subsidiaries loen entertainment people of";"ORGANIZATION";"Daum Daum Knowledge Daum View KakaoTalk";1.0
20189;"LOCATION";"Asia";"O";"be bound by";"LOCATION";"Pacific Ocean";1.0
20190;"LOCATION";"Asia";"O";"have exhibit";"LOCATION";"East Asia";1.0
20191;"LOCATION";"Maluku Islands";"O";"be in";"LOCATION";"Indonesia";1.0
20192;"LOCATION";"Asia";"O";"be larger than";"LOCATION";"Europe";1.0
20193;"LOCATION";"Asia";"O";"be constituent with";"LOCATION";"Europe";1.0
20194;"ORGANIZATION";"islamic caliphate";"O";"take over";"LOCATION";"Central Asia";1.0
20195;"LOCATION";"Manchu";"O";"conquer";"LOCATION";"China";1.0
20196;"LOCATION";"Gobi Desert";"O";"be in";"LOCATION";"Mongolia";1.0
20197;"LOCATION";"Yangtze River";"O";"be in";"LOCATION";"China";1.0
20198;"ORGANIZATION";"International Crops Research Institute";"O";"be for";"ORGANIZATION";"Semi-Arid Tropics";1.0
20199;"LOCATION";"Japan";"O";"be economy in";"LOCATION";"Asia";1.0
20200;"LOCATION";"China";"O";"overtake";"LOCATION";"Japan";1.0
20201;"LOCATION";"India";"O";"overtake";"LOCATION";"Japan";1.0
20202;"ORGANIZATION";"Citigroup";"O";"come from";"LOCATION";"Asia";1.0
20203;"LOCATION";"Asia";"O";"have topple";"LOCATION";"Europe";1.0
20204;"PERSON";"Phra Kaeo";"O";"be in";"LOCATION";"Grand Palace";1.0
20205;"ORGANIZATION";"MasterCard";"O";"be dominate by";"LOCATION";"Asia";1.0
20206;"LOCATION";"Kaabah";"O";"be in";"LOCATION";"Mecca";1.0
20207;"PERSON";"Buddha";"O";"be in";"LOCATION";"Lushan County";1.0
20208;"ORGANIZATION";"Islam";"O";"originate in";"LOCATION";"West Asia";1.0
20209;"PERSON";"Thomas christian";"O";"be in";"LOCATION";"India";1.0
20210;"LOCATION";"Sikhism";"O";"originate in";"LOCATION";"India";1.0
20211;"ORGANIZATION";"Mahayana Buddhism";"O";"be easily syncretize with";"LOCATION";"Taoism";1.0
20212;"LOCATION";"Jainism";"O";"be find in";"LOCATION";"India";1.0
20213;"LOCATION";"Sikhism";"O";"be find in";"LOCATION";"India";1.0
20214;"LOCATION";"Taoism";"O";"be find mainly in";"LOCATION";"Mainland China";1.0
20215;"LOCATION";"US";"O";"be conflict of";"LOCATION";"Turkey Modern";1.0
20216;"LOCATION";"India";"O";"be of";"LOCATION";"Iran";1.0
20217;"PERSON";"Aung San Suu Kyi";"O";"be from";"LOCATION";"burma";1.0
20218;"PERSON";"Kailash Satyarthi";"O";"be from";"LOCATION";"India";1.0
20219;"LOCATION";"Japan";"O";"follow by";"LOCATION";"India";1.0
20220;"PERSON";"José Ramos-Horta";"O";"be of";"PERSON";"Timor Leste";1.0
20221;"PERSON";"Muhammad Yunus";"O";"be of";"LOCATION";"Bangladesh";1.0
20222;"ORGANIZATION";"Buddhist Society";"O";"be in";"LOCATION";"United Kingdom";1.0
20223;"ORGANIZATION";"Leventhal Map Center";"O";"be at";"ORGANIZATION";"Boston Public Library";1.0
20224;"PERSON";"Român? Romani Rumantsch Runa";"O";"be ???????? português qaraqalpaqsha q?r?mtatarca reo tahiti of";"ORGANIZATION";"Picard Piemontèis Tok Pisin Plattdüütsch Polski";1.0
20225;"ORGANIZATION";"CTO";"O";"be at";"ORGANIZATION";"Pronto";1.0
20226;"PERSON";"Draper Fisher Jurvetson";"O";"be fund of";"LOCATION";"West Coast";1.0
20227;"PERSON";"Pete Blackshaw";"O";"be of";"ORGANIZATION";"Nielsen Online Digital Strategic Services";1.0
20228;"PERSON";"Ora Media";"O";"be owner of";"LOCATION";"New York City";1.0
20229;"ORGANIZATION";"Historyedit Ora tv";"O";"be found by";"PERSON";"Larry King";1.0
20230;"PERSON";"Dave Rubin";"O";"be the rubin report of";"PERSON";"Mikey McManus";1.0
20231;"ORGANIZATION";"YouTube";"O";"be ban in";"LOCATION";"China";1.0
20232;"PERSON";"Youku";"O";"partner in";"LOCATION";"China";1.0
20233;"PERSON";"Youku";"O";"be list at";"ORGANIZATION";"New York Stock Exchange";1.0
20234;"PERSON";"Victor Koo";"O";"be once employee of";"ORGANIZATION";"Bain";1.0
20235;"ORGANIZATION";"Amblin Partners Amblin Entertainment Amblin Television DreamWorks";"O";"be ucweb youku tudou youku tudou heyi pictures alipay alisports world electronic sports games of";"ORGANIZATION";"Alibaba Digital Media & Entertainment Group Alibaba Digital Entertainment Alibaba gaming Alibaba Literature Alibaba Music Alibaba Pictures";1.0
20236;"ORGANIZATION";"Arte Boutique BBC";"O";"be iview aparat acfun afreecatv all of";"ORGANIZATION";"ABC";1.0
20237;"PERSON";"Viki Vimeo Viu Voddler";"O";"be tenplay theplatform toon goggles trilulilu tubi tv tudou tvcatchup tv uol tvigle tvnz ondemand tvyo twitch.tv uktv play ultraviolet vbox veoh vevo vidme vidoosh viewster of";"ORGANIZATION";"TalkTalk TV Tank Top tv TAPP TV TeacherTube Teaching Channel Telly Inc";1.0
20238;"PERSON";"Maxime Saada";"O";"be key people of";"LOCATION";"France";1.0
20239;"LOCATION";"malesherbe";"O";"be in";"LOCATION";"Paris Dailymotion";1.0
20240;"PERSON";"Dailymotion";"O";"extend into";"LOCATION";"U.S";1.0
20241;"PERSON";"dailymotion";"O";"be ban in";"LOCATION";"India";1.0
20242;"PERSON";"dailymotion";"O";"be unblock in";"LOCATION";"India";1.0
20243;"PERSON";"dailymotion";"O";"be find by";"ORGANIZATION";"Paris High Court";1.0
20244;"ORGANIZATION";"Arte Boutique BBC";"O";"be iview aparat acfun afreecatv all of";"ORGANIZATION";"ABC";1.0
20245;"PERSON";"Viki Vimeo Viu Voddler";"O";"be tenplay theplatform toon goggles trilulilu tubi tv tudou tvcatchup tv uol tvigle tvnz ondemand tvyo twitch.tv uktv play ultraviolet vbox veoh vevo vidme vidoosh viewster of";"ORGANIZATION";"TalkTalk TV Tank Top tv TAPP TV TeacherTube Teaching Channel Telly Inc";1.0
20246;"ORGANIZATION";"Eagle Rock Entertainment PolyGram Entertainment Universal Music tv Canal";"O";"be unit of";"ORGANIZATION";"Records Verve Forecast Records Film/TV";1.0
20247;"PERSON";"Hiroyuki Nishimura";"O";"together serve at";"LOCATION";"Niwango";1.0
20248;"ORGANIZATION";"Dwango Publishing ASCII Media Works Enterbrain Fujimi Shobo Kadokawa Shoten Media Factory Digital";"O";"be ? of";"ORGANIZATION";"Kadokawa Dwango Kadokawa";1.0
20249;"ORGANIZATION";"Arte Boutique BBC";"O";"be iview aparat acfun afreecatv all of";"ORGANIZATION";"ABC";1.0
20250;"ORGANIZATION";"Microsoft Movies & TV";"O";"be iflix itunes store of";"LOCATION";"Hulu";1.0
20251;"LOCATION";"South Korea";"O";"be member of";"ORGANIZATION";"United Nations";1.0
20252;"ORGANIZATION";"Dutch East India Company";"O";"of";"PERSON";"Hendrick Hamel";1.0
20253;"PERSON";"Goryeo";"O";"be replace by";"PERSON";"Joseon";1.0
20254;"LOCATION";"Joseon";"O";"be to";"PERSON";"Daehan Jeguk";1.0
20255;"LOCATION";"korean Peninsula";"O";"be of";"LOCATION";"Manchuria";1.0
20256;"PERSON";"Samhan";"O";"occupy";"LOCATION";"Manchuria";1.0
20257;"LOCATION";"Phoenicia";"O";"be of";"LOCATION";"East Asia";1.0
20258;"PERSON";"Baekje";"O";"be once power on";"LOCATION";"korean Peninsula";1.0
20259;"LOCATION";"Manchuria";"O";"be of";"LOCATION";"Russian Far East";1.0
20260;"LOCATION";"Phoenicia";"O";"be of";"LOCATION";"East Asia";1.0
20261;"PERSON";"Balhae";"O";"have fall to";"LOCATION";"Khitan Empire";1.0
20262;"LOCATION";"Korea";"O";"be occupy by";"LOCATION";"Japan";1.0
20263;"ORGANIZATION";"UN Temporary Commission";"O";"be on";"LOCATION";"Korea";1.0
20264;"LOCATION";"North Korea";"O";"invade";"LOCATION";"South Korea";1.0
20265;"LOCATION";"Soviet Union";"O";"have boycott";"ORGANIZATION";"United Nations";1.0
20266;"LOCATION";"Soviet Union";"O";"back";"LOCATION";"North Korea";1.0
20267;"PERSON";"Chun Doo-hwan";"O";"force";"ORGANIZATION";"Cabinet";1.0
20268;"PERSON";"Chun";"O";"subsequently create";"ORGANIZATION";"National Defense Emergency Policy Committee";1.0
20269;"PERSON";"Chun";"O";"hold";"LOCATION";"South Korea";1.0
20270;"ORGANIZATION";"Organization for Economic co-operation";"ORGANIZATION";"for organization be";"ORGANIZATION";"OECD";1.0
20271;"PERSON";"Nelson Mandela";"O";"be of";"LOCATION";"Asia";1.0
20272;"ORGANIZATION";"National Assembly";"O";"impeach";"PERSON";"Park";1.0
20273;"LOCATION";"Marado Rock";"O";"be island of";"LOCATION";"South Korea";1.0
20274;"PERSON";"Lee Nak-yeon";"O";"be president of";"LOCATION";"South Korea Moon Jae-in";1.0
20275;"ORGANIZATION";"National Assembly";"O";"be of";"LOCATION";"South Korea";1.0
20276;"ORGANIZATION";"Organization for Economic and Cooperation and Development";"ORGANIZATION";"for organization be";"ORGANIZATION";"OECD";1.0
20277;"ORGANIZATION";"Organization for Economic Cooperation and Development";"ORGANIZATION";"for organization be";"ORGANIZATION";"OECD";1.0
20278;"PERSON";"Lee Jong-wook";"O";"be in";"LOCATION";"South Korea";1.0
20279;"LOCATION";"South Korea";"O";"conclude";"ORGANIZATION";"fta";1.0
20280;"LOCATION";"South Korea";"O";"be negotiate free trade agreement with";"LOCATION";"Canada";1.0
20281;"LOCATION";"Seoul";"O";"cut trade with";"LOCATION";"North Korea";1.0
20282;"LOCATION";"South Korea";"O";"relation with";"LOCATION";"United States";0.4916063454734436
20283;"LOCATION";"PRC";"O";"assist";"LOCATION";"North Korea";1.0
20284;"LOCATION";"Republic";"O";"gain relation with";"LOCATION";"people 's republic";1.0
20285;"LOCATION";"Japan";"O";"sign treaty between";"LOCATION";"Japan";1.0
20286;"ORGANIZATION";"fta";"O";"be with";"LOCATION";"Korea";1.0
20287;"LOCATION";"Soviet Union";"O";"engage in";"LOCATION";"North Korea";1.0
20288;"ORGANIZATION";"Naval Forces Korea";"O";"be station in";"LOCATION";"South Korea";1.0
20289;"LOCATION";"United States";"O";"station contingent by";"ORGANIZATION";"Hanjin Heavy Industries";1.0
20290;"ORGANIZATION";"Eighth United States Army";"O";"be of";"ORGANIZATION";"US Army";1.0
20291;"ORGANIZATION";"LG";"ORGANIZATION";"display";"ORGANIZATION";"Seoul";1.0
20292;"LOCATION";"Singapore";"O";"after index be";"ORGANIZATION";"NRI";1.0
20293;"LOCATION";"South Korea";"O";"lead";"ORGANIZATION";"OECD";1.0
20294;"LOCATION";"Yangdong Village";"O";"be of";"LOCATION";"Gyeongju";1.0
20295;"ORGANIZATION";"UNESCO World Heritage Sites";"O";"be in";"LOCATION";"South Korea";1.0
20296;"LOCATION";"Sajik Baseball Stadium";"O";"be in";"LOCATION";"Busan Baseball";1.0
20297;"LOCATION";"South Korea";"O";"host games in";"LOCATION";"Seoul";1.0
20298;"LOCATION";"South Korea";"O";"host summer olympics in";"LOCATION";"Seoul";1.0
20299;"LOCATION";"Seoul Olympic Museum";"O";"be museum in";"LOCATION";"Seoul";1.0
20300;"LOCATION";"Pyeongchang";"O";"be choose by";"ORGANIZATION";"IOC";1.0
20301;"LOCATION";"Korea";"O";"strong affinity to";"LOCATION";"China";0.4417029106447579
20302;"LOCATION";"Sui China";"O";"war against";"PERSON";"Kogury?";1.0
20303;"PERSON";"?lchi Mund?k";"O";"be of";"PERSON";"Kogury?";1.0
20304;"ORGANIZATION";"Truth Commission";"O";"be under";"LOCATION";"imperialism republic of Korea";1.0
20305;"ORGANIZATION";"Moody";"O";"have";"LOCATION";"Raises Korea";1.0
20306;"PERSON";"Chung Ah-young";"O";"be ^ of";"ORGANIZATION";"asian Info Organization";1.0
20307;"PERSON";"Martin";"O";"have";"PERSON";"Griffin";1.0
20308;"PERSON";"Syngman Rhee";"O";"have";"ORGANIZATION";"Quest for Independence -lrb- University of Hawai'i Press";1.0
20309;"LOCATION";"South Korea";"O";"be from";"ORGANIZATION";"Dean Peter Krogh Foreign Affairs Digital Archives";1.0
20310;"ORGANIZATION";"Military National Assembly Politics Elections political";"O";"be south korea constitution foreign relation government president prime minister human rights of";"ORGANIZATION";"worker ' Party of Korea Supreme People 's assembly";1.0
20311;"LOCATION";"Sámegiella Gagana Samoa";"O";"be português qaraqalpaqsha q?r?mtatarca român? romani rumantsch runa simi ?????????? ??????? ???? ???? of";"ORGANIZATION";"Picard Piemontèis Tok Pisin Plattdüütsch Polski";1.0
20312;"PERSON";"Susan Wojcicki";"O";"be ceo of";"PERSON";"Steve Chen Chad Hurley Jawed Karim";1.0
20313;"ORGANIZATION";"YouTube";"O";"headquarter in";"LOCATION";"San Bruno";0.691563884814279
20314;"PERSON";"Hurley";"O";"have study design at";"ORGANIZATION";"Indiana University";1.0
20315;"PERSON";"Karim";"O";"study computer science together at";"ORGANIZATION";"University";1.0
20316;"PERSON";"Jawed Karim";"O";"be at";"LOCATION";"San Diego Zoo";1.0
20317;"PERSON";"SimilarWeb";"O";"list";"ORGANIZATION";"YouTube";1.0
20318;"PERSON";"Susan Wojcicki";"O";"ceo of";"ORGANIZATION";"YouTube";1.0
20319;"ORGANIZATION";"YouTube";"O";"launch";"ORGANIZATION";"YouTube gaming";1.0
20320;"PERSON";"Barack Obama";"O";"be president of";"LOCATION";"US";1.0
20321;"ORGANIZATION";"YouTube";"O";"launch";"ORGANIZATION";"YouTube";1.0
20322;"LOCATION";"Los Angeles";"O";"be at";"ORGANIZATION";"YouTube Space";1.0
20323;"PERSON";"Iman Crosson";"O";"be impersonator of";"PERSON";"Obama";1.0
20324;"ORGANIZATION";"YouTube";"O";"have";"ORGANIZATION";"Google";1.0
20325;"ORGANIZATION";"YouTube YouTube";"O";"be by";"ORGANIZATION";"Google";1.0
